state-name,fuel-name,period,predicted_value
United States,Coal,2023,882.2362146165979
United States,Coal,2024,825.8511829397175
United States,Coal,2025,769.4661512628518
United States,Natural Gas,2023,655.9622402332025
United States,Natural Gas,2024,674.026831162053
United States,Natural Gas,2025,692.0914220909108
United States,Petroleum,2023,0.0
United States,Petroleum,2024,0.0
United States,Petroleum,2025,0.0
Utah,All Fuels,2023,27.943854988142334
Utah,All Fuels,2024,27.523566921936776
Utah,All Fuels,2025,27.10327885573122
Utah,Coal,2023,23.55232021739107
Utah,Coal,2024,22.971859315217216
Utah,Coal,2025,22.391398413043362
Utah,Natural Gas,2023,4.370142999999985
Utah,Natural Gas,2024,4.531104891304324
Utah,Natural Gas,2025,4.69206678260872
Utah,Petroleum,2023,0.02139160474308288
Utah,Petroleum,2024,0.02060252470355728
Utah,Petroleum,2025,0.019813444664031454
Vermont,All Fuels,2023,0.0
Vermont,All Fuels,2024,0.0
Vermont,All Fuels,2025,0.0
Vermont,Coal,2023,0.0
Vermont,Coal,2024,0.0
Vermont,Coal,2025,0.0
Vermont,Natural Gas,2023,0.0
Vermont,Natural Gas,2024,0.0
Vermont,Natural Gas,2025,0.0
Vermont,Petroleum,2023,0.0
Vermont,Petroleum,2024,0.0
Vermont,Petroleum,2025,0.0
Virginia,All Fuels,2023,23.33974340711461
Virginia,All Fuels,2024,22.460761259881338
Virginia,All Fuels,2025,21.58177911264829
Virginia,Coal,2023,0.9982515296442216
Virginia,Coal,2024,0.0
Virginia,Coal,2025,0.0
Virginia,Natural Gas,2023,22.842151600790203
Virginia,Natural Gas,2024,23.910318788537552
Virginia,Natural Gas,2025,24.978485976284446
Virginia,Petroleum,2023,0.0
Virginia,Petroleum,2024,0.0
Virginia,Petroleum,2025,0.0
Washington,All Fuels,2023,9.48553300790519
Washington,All Fuels,2024,9.31694771146249
Washington,All Fuels,2025,9.14836241501979
Washington,Coal,2023,3.9155911264822407
Washington,Coal,2024,3.6391426877470394
Washington,Coal,2025,3.362694249011838
Washington,Natural Gas,2023,5.6031766205533415
Washington,Natural Gas,2024,5.716929143280623
Washington,Natural Gas,2025,5.830681666007877
Washington,Petroleum,2023,0.0
Washington,Petroleum,2024,0.0
Washington,Petroleum,2025,0.0
West Virginia,All Fuels,2023,53.964718106719374
West Virginia,All Fuels,2024,52.40258874604751
West Virginia,All Fuels,2025,50.84045938537565
West Virginia,Coal,2023,52.93302084584957
West Virginia,Coal,2024,51.32770448517795
West Virginia,Coal,2025,49.72238812450587
West Virginia,Natural Gas,2023,0.9451915019762822
West Virginia,Natural Gas,2024,0.9922246996047477
West Virginia,Natural Gas,2025,1.039257897233199
