period,location,stateDescription,fueltypeid,energy_production_MWh
2012,ME,Maine,COL,0.0450772612767
2012,VT,Vermont,NG,0.0112334141131
2012,NC,North Carolina,PET,0.5781852604495
2012,CT,Connecticut,COL,1.9149791241726
2012,IN,Indiana,COL,284.2378522666967
2012,NM,New Mexico,NG,21.664282408111998
2012,KY,Kentucky,PET,4.9265481323856
2012,VA,Virginia,NUC,88.2087416597704
2012,NH,New Hampshire,WND,0.5820332835986
2012,HI,Hawaii,WND,1.0548448408295998
2012,CO,Colorado,WND,16.6211418119483
2012,MD,Maryland,NUC,41.70155146401199
2012,TX,Texas,NUC,118.0513041582139
2012,NE,Nebraska,NUC,17.8646951147509
2012,MI,Michigan,PET,0.7508011899688
2012,IA,Iowa,NG,4.9434495409925
2012,KY,Kentucky,NG,9.3421004778299
2012,AZ,Arizona,SUN,2.6522814606572
2012,CO,Colorado,COL,105.3769680302198
2012,MO,Missouri,COL,217.8820399320866
2012,OR,Oregon,SUN,0.0178831966914
2012,OK,Oklahoma,WND,22.750400862821298
2012,ME,Maine,WND,2.4734963851144003
2012,OK,Oklahoma,NG,95.6503231400215
2012,MN,Minnesota,NG,16.8320211003668
2012,SD,South Dakota,COL,9.4319883057096
2012,OH,Ohio,PET,4.772178807684499
2012,LA,Louisiana,PET,9.2090051821001
2012,ND,North Dakota,PET,0.1101009395776
2012,TX,Texas,WND,89.84095409276419
2012,AR,Arkansas,NUC,47.5789804058554
2012,IN,Indiana,NG,32.5545308132169
2012,CA,California,NUC,57.5012560967001
2012,HI,Hawaii,COL,4.4357039122175
2012,DE,Delaware,PET,0.0799556493174
2012,IL,Illinois,NG,25.2279064601733
2012,LA,Louisiana,COL,69.31922390460069
2012,IA,Iowa,COL,103.7755485745509
2012,MA,Massachusetts,NUC,17.9944874995218
2012,NJ,New Jersey,COL,6.1798812167941
2012,ME,Maine,PET,0.3306310583312
2012,NC,North Carolina,NG,44.4948206243141
2012,MS,Mississippi,COL,23.401279471473597
2012,KS,Kansas,PET,0.13253846069679998
2012,MS,Mississippi,NG,86.1985994284581
2012,WI,Wisconsin,PET,0.4202082308767
2012,WA,Washington,SUN,0.0022156172892
2012,CA,California,SUN,3.7036680628607996
2012,TN,Tennessee,COL,104.7932290729938
2012,IL,Illinois,NUC,296.04576773689627
2012,FL,Florida,PET,4.3075146261995
2012,TN,Tennessee,NG,18.6348038268113
2012,NY,New York,PET,1.7215023958907
2012,ID,Idaho,NG,3.9221290998602
2012,UT,Utah,WND,1.9631131167093998
2012,WI,Wisconsin,COL,100.0042045402057
2012,GA,Georgia,PET,0.220125680677
2012,TN,Tennessee,WND,0.1324476086651
2012,NJ,New Jersey,NG,64.5881395223516
2012,UT,Utah,NG,14.2897790343625
2012,AK,Alaska,WND,0.10428347883809999
2012,MD,Maryland,COL,49.9742502609654
2012,AK,Alaska,COL,0.9823566423757999
2012,SC,South Carolina,COL,83.58356143937651
2012,RI,Rhode Island,NG,18.3037009240574
2012,IN,Indiana,WND,8.9492211242307
2012,CO,Colorado,SUN,0.41786073160599996
2012,NE,Nebraska,COL,74.3434467631959
2012,ID,Idaho,PET,7.32677675e-05
2012,RI,Rhode Island,PET,0.0495407336728
2012,AR,Arkansas,PET,0.0943483695651
2012,IL,Illinois,SUN,0.0854976232511
2012,PA,Pennsylvania,PET,1.0055502868556
2012,TN,Tennessee,SUN,0.028082069927399998
2012,MA,Massachusetts,WND,0.224287289871
2012,KS,Kansas,WND,14.4890058170378
2012,WY,Wyoming,COL,134.4041188906023
2012,IA,Iowa,PET,0.385066078873
2012,CA,California,PET,0.639012161028
2012,AZ,Arizona,NUC,98.0681770517857
2012,TX,Texas,NG,410.78473870130966
2012,WA,Washington,NG,11.6601197295986
2012,NH,New Hampshire,NG,15.2445782040262
2012,VT,Vermont,PET,0.011001887967799998
2012,KS,Kansas,NG,9.722474488872201
2012,SC,South Carolina,PET,0.33722222669549995
2012,NJ,New Jersey,WND,0.032261263385599995
2012,TN,Tennessee,PET,0.5012247974675
2012,WI,Wisconsin,WND,4.3438730231437
2012,TX,Texas,COL,433.3619726610001
2012,AZ,Arizona,NG,68.4380236727461
2012,CO,Colorado,PET,0.0468151727218
2012,VA,Virginia,COL,41.822534132418696
2012,ND,North Dakota,WND,14.709890551786101
2012,MO,Missouri,WND,3.4715176761817
2012,NJ,New Jersey,SUN,0.7415372134461
2012,NM,New Mexico,SUN,0.9309138774587
2012,VT,Vermont,NUC,15.322118947726798
2012,MI,Michigan,NUC,86.0998520621323
2012,NY,New York,NUC,125.21755416033209
2012,SC,South Carolina,NUC,157.0806277445445
2012,FL,Florida,NG,337.07982932400836
